"","p25","sex","age1","y1v12","y1v19","y1v38","y1v55","y1v102","y1v117","y1v152","y1v168","y1v169","y1v170","y1v171","y1v179","y1v180","y1v190","y1v198","y1v210","usrNMNAR","HotDeckUSRMNAR","usroriginalnonemissing","HotDeckUSRMAR","usr1MAR","nysid","Urban","Suburban","Rural","LgMarijFreq","DmgSchlPropPrev","MotorTheftPrev","TheftOver50Prev","CarriedWeaponPrev","AttackPrev","CheatingPrev","LoudUnrulyPrev","SoldHardDrgsPrev","AvoidPayingPrev","Stolen5to50Prev","SkipPrev","VarietyScore","ObscenePhonePrev","VarietyScore2","LnVarietyScore2","ethn3","UrbanMAR","SuburbanMAR","RuralMAR","HDUrban","HDSuburban","HDRural","MissingUSRDummy","UrbanMNAR","RuralMNAR","HDUrbanMNAR","HDSuburbanMNAR","HDRuralMNAR"
"58",1,1,11,1,5,2,1,2,1,5,5,2,5,4,2,1,3,4,1,1,1,1,3,1,249502,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,1,0,0,0,0,1,0,0,0,1,0,0
"59",1,1,11,2,5,1,1,1,1,4,5,2,5,5,4,2,3,4,1,2,2,2,1,2,408202,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,1.098612289,3,0,1,0,1,0,0,0,1,0,0,1,0
"60",1,1,11,2,5,1,1,3,5,5,4,5,5,5,3,4,2,4,1,1,1,1,2,1,506002,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,1.386294361,2,1,0,0,0,1,0,0,0,0,1,0,0
"61",1,1,11,2,4,1,1,3,5,5,5,2,5,5,3,4,3,4,2,2,2,2,1,2,227402,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,1,0,0,0,1,0,0,1,0
"62",1,1,11,2,5,1,5,5,4,5,5,5,5,5,2,2,3,4,1,1,1,1,2,1,53302,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,3,1.386294361,3,1,0,0,0,1,0,0,0,0,1,0,0
"65",1,1,11,3,1,1,1,2,2,4,4,2,4,4,2,2,1,4,1,3,3,3,3,3,701002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"66",1,1,11,3,5,1,1,2,2,4,5,1,5,5,3,3,3,4,2,3,3,3,3,3,574303,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"67",1,1,11,3,4,1,1,2,2,4,5,2,5,5,2,2,2,4,1,2,2,2,2,2,256302,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"68",1,1,11,3,4,1,1,2,2,4,5,2,5,5,2,4,3,4,1,3,3,3,3,3,705603,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"69",1,1,11,3,4,1,1,2,3,4,5,2,4,4,3,2,3,4,1,2,2,2,2,2,613704,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"70",1,1,11,3,5,1,1,3,1,5,5,1,5,5,4,4,3,4,1,1,1,1,1,1,385104,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"71",1,1,11,3,5,1,1,3,1,5,5,3,5,5,4,2,1,4,1,1,1,1,1,1,363902,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"73",1,1,11,3,5,1,3,1,1,5,5,3,5,5,2,3,3,4,1,3,3,3,3,3,641102,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"74",1,1,11,3,5,1,3,4,4,5,5,2,3,4,3,2,2,4,2,1,1,1,1,1,280204,1,0,0,1.098612289,0,1,0,0,1,1,1,0,0,0,1,5,0,5,1.791759469,1,1,0,0,1,0,0,0,0,0,1,0,0
"75",1,1,11,3,4,2,1,1,1,5,5,2,5,5,4,2,2,4,1,2,2,2,2,2,231103,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"76",1,1,11,3,5,2,1,2,1,5,5,1,5,5,4,3,2,4,1,3,3,3,3,3,626502,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"78",1,1,11,3,5,2,1,2,2,4,4,2,4,4,1,2,2,3,1,2,2,2,2,2,575802,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"79",1,1,11,3,5,2,1,2,2,4,4,2,4,4,2,2,3,4,1,1,1,1,1,1,94304,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,2,1,0,0,1,0,0,0,0,0,1,0,0
"80",1,1,11,3,5,2,1,2,4,4,4,4,4,4,3,2,3,4,1,2,2,2,2,2,408704,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1.098612289,3,0,1,0,0,1,0,0,1,0,0,1,0
"82",1,1,11,3,5,2,1,4,4,4,4,2,4,4,3,3,3,3,2,2,2,2,2,2,421402,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,1,0,0,1,0,0,1,0,0,1,0
"83",1,1,11,3,5,2,3,1,1,5,5,2,4,4,4,2,2,4,1,3,3,3,3,3,658102,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"84",1,1,11,3,5,2,5,2,2,4,4,2,4,4,3,4,1,4,1,3,3,3,3,3,607802,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"85",1,1,11,4,5,1,1,1,1,5,5,2,5,5,2,4,1,4,1,2,2,2,2,2,109802,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"86",1,1,11,4,5,1,1,1,1,5,5,2,5,5,4,4,1,4,1,3,3,3,3,3,728004,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"89",1,1,11,4,5,1,1,2,2,4,4,2,4,4,3,3,3,4,2,3,3,3,3,3,728404,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"90",1,1,11,4,4,1,1,2,2,4,5,4,5,5,2,2,2,4,1,1,1,1,1,1,106104,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"93",1,1,11,4,5,1,1,2,2,5,5,2,5,5,3,2,2,4,1,3,3,3,3,3,320603,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"94",1,1,11,4,5,1,1,2,2,5,5,2,5,5,4,3,3,4,1,2,2,2,2,2,146502,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"95",1,1,11,4,4,1,1,2,2,5,5,5,5,4,1,4,3,4,1,2,2,2,2,2,113702,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"97",1,1,11,4,5,1,1,2,3,4,4,2,4,4,4,4,3,4,2,2,2,2,2,2,174803,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"98",1,1,11,4,3,1,1,3,2,4,4,3,4,4,3,3,1,4,1,1,1,1,1,1,384702,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,3,1,0,0,1,0,0,0,0,0,1,0,0
"99",1,1,11,4,4,1,1,3,3,5,5,2,5,5,3,4,3,4,1,1,1,1,1,1,215502,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"102",1,1,11,4,5,1,1,4,2,4,5,3,5,5,4,4,1,4,1,2,2,2,2,2,211103,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"103",1,1,11,4,5,1,3,1,2,4,5,1,5,4,3,4,2,4,1,3,3,3,3,3,503102,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"104",1,1,11,4,4,1,3,2,2,4,4,2,5,4,2,3,2,4,1,1,1,1,1,1,497502,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"106",1,1,11,4,4,1,3,2,4,4,3,3,4,3,3,3,1,4,1,3,3,3,3,3,598103,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"108",1,1,11,4,4,1,3,4,1,5,4,3,4,4,2,3,1,4,3,2,2,2,2,2,93203,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"109",1,1,11,4,5,1,3,4,2,4,4,2,4,4,2,2,2,4,1,2,2,2,2,2,370605,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"110",1,1,11,4,3,1,3,4,2,4,4,4,4,4,3,3,3,4,1,2,2,2,2,2,223302,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"111",1,1,11,4,4,2,1,2,1,5,4,2,4,4,4,3,3,4,2,3,3,3,3,3,753702,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"113",1,1,11,4,3,2,1,2,2,4,4,2,4,4,2,3,1,4,1,2,2,2,2,2,133102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"114",1,1,11,4,4,2,1,2,3,4,5,2,5,5,2,4,3,4,1,1,1,1,1,1,280203,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"116",1,1,11,4,4,2,1,3,2,5,4,3,3,4,2,3,3,4,3,3,3,3,3,3,632102,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"118",1,1,11,4,4,2,1,4,3,5,4,2,4,4,2,1,2,4,1,2,2,2,2,2,91602,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"119",1,1,11,4,3,2,3,2,2,5,3,4,3,3,4,3,2,2,3,1,1,1,1,1,9202,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"121",1,1,11,4,4,2,3,3,2,5,4,2,4,4,2,4,2,4,3,3,3,3,3,3,701603,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,1,4,1.609437912,1,0,0,1,0,0,1,0,0,1,0,0,1
"122",1,1,11,4,1,2,3,3,2,5,5,2,5,4,1,3,2,3,1,2,2,2,2,2,76002,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,4,1,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"125",1,1,11,4,2,2,5,1,2,5,5,1,5,5,3,3,1,4,1,2,2,2,2,2,438002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"128",1,1,11,5,5,1,1,1,3,5,5,4,5,5,4,3,1,4,1,2,2,2,2,2,510102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,1,0,0,1,0,0,1,0,0,1,0
"129",1,1,11,5,2,1,1,1,5,5,5,1,5,5,3,4,2,4,3,2,2,2,2,2,576204,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"131",1,1,11,5,5,1,1,2,2,4,5,2,5,4,4,4,3,4,1,3,3,3,3,3,695802,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"132",1,1,11,5,4,1,1,2,2,4,5,2,5,5,3,2,2,4,1,3,3,3,3,3,692602,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"133",1,1,11,5,3,1,1,2,2,5,2,5,5,4,2,4,2,4,1,2,2,2,2,2,278403,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"138",1,1,11,5,3,1,1,4,2,5,5,3,5,5,3,3,1,4,1,2,2,2,2,2,499202,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"139",1,1,11,5,5,1,3,1,1,5,5,1,5,5,4,4,3,4,1,3,3,3,3,3,598203,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"140",1,1,11,5,5,1,3,1,1,5,5,2,5,4,4,4,1,4,1,3,3,3,3,3,571602,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"142",1,1,11,5,4,1,3,3,1,5,5,2,5,5,3,3,1,4,1,1,1,1,1,1,110502,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"143",1,1,11,5,5,1,3,5,1,5,5,2,5,5,1,2,3,4,2,3,3,3,3,3,672802,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"144",1,1,11,5,5,1,5,1,1,5,5,1,5,5,4,4,3,4,1,3,3,3,3,3,749602,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,2,0,0,1,0,0,1,0,0,1,0,0,1
"145",1,1,11,5,5,1,5,1,1,5,5,2,5,5,4,4,3,4,1,2,2,2,2,2,712302,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"146",1,1,11,5,5,1,5,2,2,2,4,4,4,4,4,4,3,4,1,2,2,2,2,2,536306,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"148",1,1,11,5,2,1,5,4,1,5,5,1,5,5,1,2,3,4,1,2,2,2,2,2,51802,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"149",1,1,11,5,5,1,5,4,2,5,5,4,4,4,4,2,1,4,1,3,3,3,3,3,564604,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"151",1,1,11,5,5,2,1,2,1,5,5,1,5,5,1,1,3,4,1,2,2,2,2,2,430102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"153",1,1,11,5,5,2,1,2,2,4,4,2,4,5,2,2,3,4,1,2,2,2,2,2,147103,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"154",1,1,11,5,5,2,1,2,2,5,5,1,5,5,2,2,3,4,1,2,2,2,2,2,536202,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,4,1.609437912,2,0,1,0,0,1,0,0,1,0,0,1,0
"155",1,1,11,5,4,2,3,2,2,5,5,2,4,5,3,4,2,4,1,2,2,2,2,2,222202,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"156",1,1,11,5,5,2,3,4,2,4,4,2,4,4,4,4,3,4,1,2,2,2,2,2,409403,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3,1.386294361,3,0,1,0,0,1,0,0,1,0,0,1,0
"157",1,1,11,5,4,2,3,5,1,5,5,1,5,5,3,4,1,4,2,3,3,3,3,3,642602,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"160",1,1,11,5,5,2,5,2,2,4,4,2,4,4,4,4,3,4,1,1,1,1,1,1,435202,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"161",1,1,11,5,4,2,5,3,2,5,5,5,5,5,4,4,1,4,2,2,2,2,2,2,536803,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"164",1,1,11,5,4,2,5,5,5,5,1,5,5,1,4,4,3,4,1,1,1,1,1,1,81102,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,8,0,8,2.197224577,2,1,0,0,1,0,0,0,0,0,1,0,0
"180",1,1,12,1,5,1,3,1,1,4,5,1,5,5,2,4,1,4,1,1,1,1,1,1,185902,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"181",1,1,12,2,5,1,1,1,1,5,5,2,5,5,2,4,2,4,2,2,2,2,2,2,357902,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"182",1,1,12,2,4,1,1,2,1,5,5,3,5,5,3,4,1,4,1,3,3,3,3,3,596303,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"183",1,1,12,2,3,1,1,2,2,4,4,4,4,4,3,4,1,4,1,1,1,1,1,1,524902,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,3,1.386294361,1,1,0,0,1,0,0,0,0,0,1,0,0
"184",1,1,12,2,2,2,1,2,2,5,3,2,4,4,3,2,3,4,3,1,1,1,1,1,200502,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"185",1,1,12,2,3,2,1,4,1,5,5,3,5,5,3,3,1,4,2,2,2,2,2,2,60102,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"187",1,1,12,2,2,2,5,4,4,4,5,2,5,4,4,3,1,3,1,1,1,1,1,1,94303,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,5,0,5,1.791759469,2,1,0,0,1,0,0,0,0,0,1,0,0
"188",1,1,12,3,4,1,1,1,2,5,4,2,4,5,4,2,3,4,1,2,2,2,2,2,133602,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"189",1,1,12,3,3,1,1,2,2,4,4,2,4,4,3,4,2,4,1,2,2,2,2,2,415303,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"190",1,1,12,3,5,1,1,2,2,4,4,2,4,4,4,3,2,4,1,3,3,3,3,3,701902,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"192",1,1,12,3,3,1,1,2,4,4,4,2,4,4,2,2,3,4,1,2,2,2,2,2,605802,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"193",1,1,12,3,5,1,1,2,4,4,4,3,2,4,1,4,3,3,1,2,2,2,2,2,405702,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"195",1,1,12,3,3,1,1,4,1,5,4,4,4,5,4,2,2,4,1,2,2,2,2,2,247702,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"199",1,1,12,3,5,1,5,5,1,5,1,2,5,5,4,4,3,4,3,2,2,2,2,2,376403,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,5,1,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"201",1,1,12,3,5,2,3,2,2,5,5,1,5,5,4,4,3,4,1,2,2,2,2,2,183503,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,1,0,0,1,0,0,1,0,0,1,0
"202",1,1,12,3,3,2,3,4,2,4,4,4,4,4,2,4,3,4,1,3,3,3,3,3,784502,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"203",1,1,12,3,5,2,5,4,4,4,4,3,5,4,4,3,2,4,1,2,2,2,2,2,539803,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"204",1,1,12,4,5,1,1,1,2,4,4,2,4,4,2,2,3,4,1,3,3,3,3,3,645702,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"205",1,1,12,4,4,1,1,1,3,5,2,4,2,2,2,2,1,4,1,3,3,3,3,3,401802,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"206",1,1,12,4,5,1,1,2,2,4,4,2,4,4,2,3,1,4,1,2,2,2,2,2,193902,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"208",1,1,12,4,5,1,1,2,2,4,5,2,5,5,4,3,3,4,2,3,3,3,3,3,605204,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"209",1,1,12,4,5,1,1,2,2,4,5,2,5,5,4,4,3,4,1,2,2,2,2,2,298802,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"210",1,1,12,4,4,1,1,2,2,5,4,4,4,4,4,4,1,4,1,2,2,2,2,2,458302,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,1,0,0,1,0,0,1,0,0,1,0
"211",1,1,12,4,4,1,1,2,2,5,5,1,5,5,2,2,2,4,1,3,3,3,3,3,790702,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"213",1,1,12,4,3,1,1,3,3,5,5,4,4,5,1,3,1,4,1,3,3,3,3,3,666802,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,3,0,0,1,0,0,1,0,0,1,0,0,1
"215",1,1,12,4,5,1,1,4,2,4,4,4,4,4,1,4,2,4,1,3,3,3,3,3,698604,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"218",1,1,12,4,5,1,3,2,1,5,5,2,5,5,4,4,1,4,1,2,2,2,2,2,232902,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"219",1,1,12,4,5,1,3,2,2,4,5,3,4,4,4,4,2,4,1,2,2,2,2,2,91403,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"220",1,1,12,4,4,1,3,2,3,4,4,3,4,4,3,2,3,4,2,2,2,2,2,2,139402,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"223",1,1,12,4,5,1,5,4,2,4,5,1,5,5,4,3,1,4,1,1,1,1,1,1,53102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"224",1,1,12,4,5,1,5,4,4,4,4,4,4,4,4,4,2,4,1,1,1,1,1,1,251803,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,1,0,0,1,0,0,0,0,0,1,0,0
"226",1,1,12,4,5,2,1,1,1,5,4,2,4,4,2,2,2,4,2,3,3,3,3,3,602602,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"230",1,1,12,4,4,2,1,2,2,5,4,3,4,4,3,2,3,4,1,2,2,2,2,2,365902,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,4,1,5,1.791759469,3,0,1,0,0,1,0,0,1,0,0,1,0
"232",1,1,12,4,4,2,1,2,2,5,5,4,5,5,4,4,2,4,1,2,2,2,2,2,204302,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"234",1,1,12,4,4,2,1,4,1,1,4,3,4,4,4,4,1,4,1,2,2,2,2,2,246702,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"235",1,1,12,4,5,2,1,4,2,4,5,2,5,5,3,2,3,4,1,3,3,3,3,3,705602,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"236",1,1,12,4,4,2,1,4,2,5,5,2,5,5,4,4,2,4,2,1,1,1,1,1,471102,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,2,1,0,0,1,0,0,0,0,0,1,0,0
"237",1,1,12,4,5,2,3,2,2,4,4,2,4,4,2,2,3,4,1,2,2,2,2,2,402302,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"238",1,1,12,4,4,2,3,2,2,4,4,2,4,4,4,4,3,4,1,1,1,1,1,1,474402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
