"","p25","sex","age1","y1v12","y1v19","y1v38","y1v55","y1v102","y1v117","y1v152","y1v168","y1v169","y1v170","y1v171","y1v179","y1v180","y1v190","y1v198","y1v210","usrNMNAR","HotDeckUSRMNAR","usroriginalnonemissing","HotDeckUSRMAR","usr1MAR","nysid","Urban","Suburban","Rural","LgMarijFreq","DmgSchlPropPrev","MotorTheftPrev","TheftOver50Prev","CarriedWeaponPrev","AttackPrev","CheatingPrev","LoudUnrulyPrev","SoldHardDrgsPrev","AvoidPayingPrev","Stolen5to50Prev","SkipPrev","VarietyScore","ObscenePhonePrev","VarietyScore2","LnVarietyScore2","ethn3","UrbanMAR","SuburbanMAR","RuralMAR","HDUrban","HDSuburban","HDRural","MissingUSRDummy","UrbanMNAR","RuralMNAR","HDUrbanMNAR","HDSuburbanMNAR","HDRuralMNAR"
"420",1,1,13,5,2,2,5,4,2,5,5,4,4,4,4,4,1,4,1,2,2,2,2,2,379302,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,6,0,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"421",1,1,13,5,5,2,5,4,3,5,5,5,5,5,4,4,3,4,1,2,2,2,2,2,421102,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,2,0,1,0,0,1,0,0,1,0,0,1,0
"422",1,1,13,5,5,2,5,5,3,3,3,4,3,3,3,1,3,4,1,3,3,3,3,3,739202,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,0,1,0,0,1,0,0,1,0,0,1
"443",1,1,14,1,2,1,1,2,2,4,4,3,5,4,4,3,1,4,1,2,2,2,2,2,523503,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,3,0,1,0,0,1,0,0,1,0,0,1,0
"444",1,1,14,1,4,2,5,2,2,5,4,3,3,4,1,2,2,3,1,1,1,1,1,1,80704,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,6,1,7,2.079441542,2,1,0,0,1,0,0,0,0,0,1,0,0
"445",1,1,14,2,2,1,1,2,2,4,3,3,4,4,4,2,3,3,1,2,2,2,2,2,539802,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"447",1,1,14,2,3,1,1,2,2,4,5,1,5,5,1,2,3,4,1,3,3,3,3,3,637802,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"448",1,1,14,2,5,1,1,4,1,4,4,2,4,4,3,3,1,4,1,1,1,1,1,1,244302,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4,0,4,1.609437912,2,1,0,0,1,0,0,0,0,0,1,0,0
"450",1,1,14,2,5,1,3,2,2,1,4,1,2,4,3,2,3,4,1,3,3,3,3,3,733104,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,4,0,4,1.609437912,2,0,0,1,0,0,1,0,0,1,0,0,1
"452",1,1,14,2,4,2,1,2,2,5,5,2,5,5,4,4,3,4,1,2,2,2,2,2,306903,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"453",1,1,14,2,5,2,3,2,1,4,5,2,5,4,4,2,2,4,1,3,3,3,3,3,667903,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"456",1,1,14,2,3,2,3,5,3,5,4,5,2,2,4,3,3,4,3,2,2,2,2,2,422202,0,1,0,2.564949357,1,1,0,0,0,1,1,0,1,1,0,6,0,6,1.945910149,2,0,1,0,0,1,0,0,1,0,0,1,0
"457",1,1,14,3,3,1,1,1,2,5,4,2,4,4,4,4,3,4,1,1,1,1,1,1,520702,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"460",1,1,14,3,3,1,1,4,2,4,3,3,3,4,4,4,1,4,1,3,3,3,3,3,673602,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"464",1,1,14,3,5,1,3,2,1,5,5,2,5,4,4,2,1,4,1,3,3,3,3,3,570903,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"465",1,1,14,3,3,1,3,2,3,5,3,3,4,3,3,4,2,4,1,2,2,2,2,2,787702,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"466",1,1,14,3,5,1,3,2,3,5,4,3,3,3,4,4,3,4,1,3,3,3,3,3,749402,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,4,0,4,1.609437912,2,0,0,1,0,0,1,0,0,1,0,0,1
"467",1,1,14,3,5,1,3,3,2,4,5,3,4,4,4,4,2,4,1,2,2,2,2,2,114302,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"470",1,1,14,3,4,1,3,4,3,4,4,4,3,3,4,3,1,4,2,2,2,2,2,2,718703,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,2,0,1,0,0,1,0,0,1,0,0,1,0
"471",1,1,14,3,2,1,5,4,3,4,2,4,2,2,3,4,1,1,1,1,1,1,1,1,385403,1,0,0,4.787491743,0,1,1,0,1,1,1,1,1,1,1,9,0,9,2.302585093,1,1,0,0,1,0,0,0,0,0,1,0,0
"472",1,1,14,3,4,2,1,2,1,5,5,2,5,5,4,3,2,4,1,2,2,2,2,2,401702,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"473",1,1,14,3,5,2,1,2,2,4,5,3,5,5,3,3,2,3,1,2,2,2,2,2,146504,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"475",1,1,14,3,2,2,1,3,3,4,3,3,3,3,4,3,2,4,2,2,2,2,2,2,177703,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"476",1,1,14,3,4,2,1,4,2,4,4,4,2,2,3,3,1,3,1,1,1,1,1,1,252602,1,0,0,3.135494216,0,1,0,0,1,1,0,0,1,0,1,5,0,5,1.791759469,2,1,0,0,1,0,0,0,0,0,1,0,0
"477",1,1,14,3,4,2,1,4,2,4,5,3,4,4,3,3,2,4,1,3,3,3,3,3,565802,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"478",1,1,14,3,5,2,1,4,2,5,5,3,5,5,4,4,1,4,1,3,3,3,3,3,788602,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"479",1,1,14,3,5,2,3,2,2,5,3,3,4,5,2,4,1,4,1,3,3,3,3,3,731302,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,1.098612289,2,0,0,1,0,0,1,0,0,1,0,0,1
"480",1,1,14,3,4,2,3,2,2,5,5,3,5,5,4,3,3,4,1,1,1,1,1,1,474202,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"481",1,1,14,3,4,2,3,4,2,3,2,3,2,2,2,3,3,2,3,3,3,3,3,3,638003,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"482",1,1,14,3,4,2,3,4,2,4,4,2,2,4,3,3,2,3,1,2,2,2,2,2,216704,0,1,0,3.135494216,1,1,0,0,0,0,1,0,1,0,1,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"483",1,1,14,3,4,2,3,4,2,4,4,3,4,4,2,3,3,3,2,2,2,2,2,2,158802,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"484",1,1,14,3,5,2,3,4,2,4,4,3,4,4,3,3,2,4,1,2,2,2,2,2,415302,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"486",1,1,14,3,3,2,3,4,3,4,4,2,5,4,2,3,2,4,2,3,3,3,3,3,635903,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,5,1,6,1.945910149,1,0,0,1,0,0,1,0,0,1,0,0,1
"487",1,1,14,3,5,2,5,2,1,5,4,4,4,3,2,4,1,4,1,2,2,2,2,2,487902,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,1,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"489",1,1,14,3,2,2,5,4,4,5,4,2,4,4,4,4,3,4,3,3,3,3,3,3,789803,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,6,0,6,1.945910149,1,0,0,1,0,0,1,0,0,1,0,0,1
"491",1,1,14,4,4,1,1,1,2,5,5,2,4,4,4,4,2,4,1,2,2,2,2,2,263102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"492",1,1,14,4,4,1,1,2,2,5,5,4,5,4,4,4,2,4,1,3,3,3,3,3,573503,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"493",1,1,14,4,5,1,1,2,4,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,719102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,1,0,0,1,0,0,1,0,0,1,0
"494",1,1,14,4,3,1,1,4,2,4,4,2,2,4,2,3,3,4,1,3,3,3,3,3,530602,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"497",1,1,14,4,4,1,3,1,1,5,5,1,5,5,1,2,3,4,1,3,3,3,3,3,627302,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"499",1,1,14,4,4,1,3,2,2,4,4,3,4,4,4,3,3,3,1,2,2,2,2,2,290102,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"501",1,1,14,4,4,1,3,2,2,5,5,2,5,5,4,4,2,4,1,2,2,2,2,2,155403,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"502",1,1,14,4,4,1,3,2,3,5,2,4,1,3,4,4,2,4,3,1,1,1,1,1,305002,1,0,0,5.774551546,1,1,1,1,1,1,1,0,0,1,1,9,1,10,2.397895273,1,1,0,0,1,0,0,0,0,0,1,0,0
"503",1,1,14,4,4,1,3,3,2,5,4,3,4,4,4,4,2,4,1,2,2,2,2,2,247703,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"504",1,1,14,4,3,1,3,3,2,5,5,1,5,5,2,3,2,4,1,1,1,1,1,1,306002,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,7,0,7,2.079441542,1,1,0,0,1,0,0,0,0,0,1,0,0
"505",1,1,14,4,4,1,3,4,2,4,5,3,5,5,4,2,2,4,1,2,2,2,2,2,209602,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"509",1,1,14,4,4,2,1,1,1,5,5,1,5,5,3,3,1,4,1,2,2,2,2,2,109902,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"512",1,1,14,4,3,2,1,4,1,5,5,3,5,5,4,4,2,4,3,3,3,3,3,3,566102,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"513",1,1,14,4,5,2,1,4,1,5,5,4,5,5,3,3,3,4,1,1,1,1,1,1,287804,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"515",1,1,14,4,5,2,3,2,1,5,5,2,5,5,3,3,3,4,1,3,3,3,3,3,593202,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"517",1,1,14,4,4,2,3,2,4,5,5,1,5,5,4,4,2,4,1,2,2,2,2,2,400703,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"518",1,1,14,4,5,2,3,4,1,5,4,3,4,5,4,4,2,4,1,3,3,3,3,3,562402,0,0,1,1.098612289,0,1,0,0,0,0,1,0,1,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"519",1,1,14,4,2,2,3,4,3,4,4,4,3,4,2,3,2,4,2,2,2,2,2,2,93202,0,1,0,4.762173935,1,1,0,0,0,1,1,0,1,0,1,6,1,7,2.079441542,1,0,1,0,0,1,0,0,1,0,0,1,0
"520",1,1,14,4,5,2,5,1,2,5,5,2,4,4,4,3,3,4,1,1,1,1,1,1,200702,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"522",1,1,14,4,1,2,5,4,2,2,4,4,4,4,3,3,2,4,1,2,2,2,2,2,536302,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"524",1,1,14,5,5,1,1,2,2,4,5,2,5,4,4,3,3,4,1,3,3,3,3,3,732402,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,4,0,4,1.609437912,2,0,0,1,0,0,1,0,0,1,0,0,1
"526",1,1,14,5,4,1,1,4,4,5,5,2,5,5,2,3,1,4,1,2,2,2,2,2,576102,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"529",1,1,14,5,4,1,3,2,2,5,4,4,4,3,2,4,2,4,1,3,3,3,3,3,596403,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,4,0,4,1.609437912,3,0,0,1,0,0,1,0,0,1,0,0,1
"531",1,1,14,5,3,1,3,2,3,5,4,3,4,4,3,4,1,4,2,2,2,2,2,2,437802,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"532",1,1,14,5,3,1,3,3,3,5,5,3,4,5,4,4,3,4,2,1,1,1,1,1,302702,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,5,0,5,1.791759469,1,1,0,0,1,0,0,0,0,0,1,0,0
"533",1,1,14,5,5,1,3,4,1,5,5,4,4,5,2,4,3,4,2,1,1,1,1,1,426103,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,5,0,5,1.791759469,1,1,0,0,1,0,0,0,0,0,1,0,0
"536",1,1,14,5,5,1,5,2,2,4,4,4,4,4,2,2,1,2,1,1,1,1,1,1,490903,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,2,1,0,0,1,0,0,0,0,0,1,0,0
"537",1,1,14,5,4,1,5,2,2,4,5,3,5,5,1,2,1,4,1,2,2,2,2,2,713302,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"538",1,1,14,5,4,1,5,2,3,4,4,3,4,4,3,4,2,4,1,2,2,2,2,2,294702,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"541",1,1,14,5,3,2,1,2,2,5,4,2,5,5,4,4,2,4,1,3,3,3,3,3,558903,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"543",1,1,14,5,5,2,1,2,2,5,5,2,5,5,2,1,1,4,1,3,3,3,3,3,725304,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"545",1,1,14,5,3,2,1,4,2,5,4,3,3,4,4,3,3,4,2,3,3,3,3,3,668202,0,0,1,1.098612289,1,1,0,0,0,0,1,0,1,0,1,5,0,5,1.791759469,1,0,0,1,0,0,1,0,0,1,0,0,1
"548",1,1,14,5,5,2,3,2,1,4,4,3,4,5,2,4,2,4,1,3,3,3,3,3,84103,0,0,1,1.098612289,1,1,0,0,0,1,1,0,0,0,1,5,1,6,1.945910149,1,0,0,1,0,0,1,0,0,1,0,0,1
"549",1,1,14,5,4,2,3,2,2,4,4,2,4,4,3,3,3,4,1,2,2,2,2,2,376802,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"551",1,1,14,5,4,2,3,2,2,4,5,2,4,4,3,2,2,4,1,3,3,3,3,3,568803,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"552",1,1,14,5,4,2,3,2,2,5,5,2,4,5,4,3,3,4,1,3,3,3,3,3,668203,0,0,1,1.098612289,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"553",1,1,14,5,4,2,3,2,3,4,4,2,3,4,4,1,3,3,3,2,2,2,2,2,521003,0,1,0,1.098612289,0,1,0,1,0,1,1,0,1,0,0,5,1,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"554",1,1,14,5,4,2,3,4,2,5,3,3,3,3,4,3,2,4,1,2,2,2,2,2,99304,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"555",1,1,14,5,3,2,3,4,2,5,4,3,3,4,2,2,2,2,2,3,3,3,3,3,675503,0,0,1,4.762173935,1,1,0,0,0,1,1,0,1,0,1,6,1,7,2.079441542,1,0,0,1,0,0,1,0,0,1,0,0,1
"556",1,1,14,5,4,2,3,4,2,5,5,2,4,5,1,3,3,4,2,3,3,3,3,3,656002,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,7,0,7,2.079441542,1,0,0,1,0,0,1,0,0,1,0,0,1
"558",1,1,14,5,4,2,5,1,1,5,5,2,5,5,4,4,1,4,1,3,3,3,3,3,702002,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,4,0,4,1.609437912,1,0,0,1,0,0,1,0,0,1,0,0,1
"559",1,1,14,5,3,2,5,2,1,5,5,4,3,5,4,4,3,4,1,2,2,2,2,2,151702,0,1,0,3.526360525,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"560",1,1,14,5,4,2,5,2,2,4,4,2,4,4,2,4,2,4,2,2,2,2,2,2,556902,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"563",1,1,14,5,5,2,5,4,2,4,4,4,4,4,4,4,2,4,1,1,1,1,1,1,419902,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,1,0,0,1,0,0,0,0,0,1,0,0
"564",1,1,14,5,5,2,5,4,2,5,5,2,5,5,3,2,3,4,1,1,1,1,1,1,58302,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,1,0,0,1,0,0,0,0,0,1,0,0
"587",1,1,15,1,3,1,1,2,2,4,4,4,2,3,1,2,1,3,3,2,2,2,2,2,69103,0,1,0,2.564949357,0,1,0,0,0,1,0,0,1,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"589",1,1,15,2,4,1,1,2,2,4,4,2,4,4,4,4,3,4,1,2,2,2,2,2,204502,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"591",1,1,15,2,3,1,3,3,1,4,4,3,3,4,4,4,3,4,2,2,2,2,2,2,611003,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"593",1,1,15,2,2,1,3,4,2,5,4,3,3,4,4,4,2,4,3,1,1,1,1,1,520903,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,4,0,4,1.609437912,1,1,0,0,1,0,0,0,0,0,1,0,0
"594",1,1,15,2,2,2,3,1,2,5,4,3,4,5,4,4,3,4,1,2,2,2,2,2,438303,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,3,0,1,0,0,1,0,0,1,0,0,1,0
"595",1,1,15,2,5,2,3,2,1,4,4,2,4,4,4,3,3,4,1,1,1,1,1,1,80802,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1.098612289,2,1,0,0,1,0,0,0,0,0,1,0,0
"596",1,1,15,2,5,2,3,4,2,5,5,2,4,4,4,4,1,3,3,1,1,1,1,1,420902,1,0,0,1.945910149,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,2,1,0,0,1,0,0,0,0,0,1,0,0
"598",1,1,15,3,3,1,1,2,4,4,4,2,4,4,4,3,1,4,1,3,3,3,3,3,564603,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"599",1,1,15,3,5,1,1,4,3,4,5,2,4,5,4,3,3,4,1,3,3,3,3,3,733204,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"600",1,1,15,3,5,1,3,2,2,5,4,2,3,5,4,4,3,4,1,2,2,2,2,2,162604,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"603",1,1,15,3,4,1,3,4,2,5,4,3,4,5,4,4,1,4,1,2,2,2,2,2,537702,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,2,0,1,0,0,1,0,0,1,0,0,1,0
"605",1,1,15,3,4,1,5,4,4,4,3,3,3,3,1,3,2,3,1,2,2,2,2,2,190802,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"608",1,1,15,3,5,2,1,4,1,5,3,2,3,3,2,2,2,4,1,2,2,2,2,2,99303,0,1,0,2.564949357,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"609",1,1,15,3,5,2,1,4,2,3,5,4,2,4,2,3,1,4,2,2,2,2,2,2,76004,0,1,0,4.762173935,0,1,0,0,0,1,1,0,1,1,1,6,1,7,2.079441542,1,0,1,0,0,1,0,0,1,0,0,1,0
"611",1,1,15,3,4,2,3,2,1,5,5,3,5,5,4,3,3,4,2,2,2,2,2,2,406602,0,1,0,1.098612289,1,1,0,1,0,1,0,0,1,0,0,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"612",1,1,15,3,3,2,3,2,2,5,4,4,2,3,3,3,2,4,1,1,1,1,1,1,384902,1,0,0,3.135494216,0,1,1,1,0,1,1,0,1,0,1,7,0,7,2.079441542,1,1,0,0,1,0,0,0,0,0,1,0,0
"613",1,1,15,3,2,2,3,2,3,4,5,4,5,4,3,3,2,3,1,3,3,3,3,3,732302,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,7,0,7,2.079441542,1,0,0,1,0,0,1,0,0,1,0,0,1
"615",1,1,15,3,4,2,3,4,2,4,4,3,2,4,3,4,2,3,1,1,1,1,1,1,185904,1,0,0,3.135494216,1,1,0,1,0,1,1,0,1,0,1,7,1,8,2.197224577,1,1,0,0,1,0,0,0,0,0,1,0,0
"617",1,1,15,3,5,2,5,1,1,5,4,3,3,5,1,3,3,4,1,3,3,3,3,3,15803,0,0,1,1.098612289,0,1,0,1,0,0,1,0,0,0,0,3,0,3,1.386294361,2,0,0,1,0,0,1,0,0,1,0,0,1
"618",1,1,15,4,4,1,1,2,1,5,5,2,5,5,4,3,3,4,2,3,3,3,3,3,646702,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"619",1,1,15,4,5,1,1,2,2,2,4,2,4,4,4,1,3,4,1,3,3,3,3,3,732804,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,0,1,0,0,1,0,0,1,0,0,1
"621",1,1,15,4,4,1,1,4,2,4,4,2,3,4,4,4,2,3,2,2,2,2,2,2,429302,0,1,0,3.135494216,1,1,0,0,0,1,1,0,0,1,1,6,0,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"622",1,1,15,4,4,1,1,4,2,5,4,4,4,4,3,4,3,3,1,2,2,2,2,2,178604,0,1,0,4.762173935,1,1,0,0,0,1,1,0,1,1,1,7,1,8,2.197224577,1,0,1,0,0,1,0,0,1,0,0,1,0
"623",1,1,15,4,4,1,1,4,3,5,4,4,3,4,3,2,3,3,1,2,2,2,2,2,112502,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,4,0,4,1.609437912,2,0,1,0,0,1,0,0,1,0,0,1,0
"624",1,1,15,4,5,1,3,1,2,5,1,4,5,5,2,1,2,4,1,2,2,2,2,2,509003,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,4,0,4,1.609437912,3,0,1,0,0,1,0,0,1,0,0,1,0
"628",1,1,15,4,4,1,3,4,3,5,2,4,2,2,3,3,2,3,1,2,2,2,2,2,216703,0,1,0,4.762173935,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"630",1,1,15,4,3,2,1,2,3,4,4,3,4,4,4,3,1,4,1,2,2,2,2,2,436703,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"631",1,1,15,4,5,2,1,2,3,5,5,4,4,5,4,3,1,4,2,2,2,2,2,2,140303,0,1,0,1.098612289,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"632",1,1,15,4,4,2,1,3,2,4,4,2,5,5,4,3,2,4,1,3,3,3,3,3,578002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"633",1,1,15,4,4,2,1,4,2,4,3,4,3,2,4,3,2,3,2,3,3,3,3,3,674502,0,0,1,1.098612289,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1,0,0,1,0,0,1,0,0,1,0,0,1
